"Comunidad","Periodo","Residuo","Total","Poblacion","Porcentaje_por_poblacion","PIB_PC"
"Comunitat Valenciana",2013,"Residuos minerales (incluye residuos de construcción y demolición)",65539,5113815,1.28,19009
"Comunitat Valenciana",2014,"Residuos de plásticos",1907,5004844,0.04,19495
"Comunitat Valenciana",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3652,5004844,0.07,19495
"Comunitat Valenciana",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",44376,5004844,0.89,19495
"Comunitat Valenciana",2014,"Residuos metálicos",2139,5004844,0.04,19495
"Comunitat Valenciana",2014,"Otros",6194,5004844,0.12,19495
"Comunitat Valenciana",2014,"TOTAL RESIDUOS",2166596,5004844,43.29,19495
"Comunitat Valenciana",2014,"Residuos animales y vegetales",41173,5004844,0.82,19495
"Comunitat Valenciana",2014,"TOTAL RESIDUOS MEZCLADOS",1887879,5004844,37.72,19495
"Comunitat Valenciana",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",278717,5004844,5.57,19495
"Comunitat Valenciana",2014,"Residuos de vidrio",79025,5004844,1.58,19495
"Comunitat Valenciana",2014,"Residuos de papel y cartón",57928,5004844,1.16,19495
"Comunitat Valenciana",2014,"Envases mixtos y embalajes mezclados",40546,5004844,0.81,19495
"Comunitat Valenciana",2014,"Residuos textiles",4421,5004844,0.09,19495
"Comunitat Valenciana",2014,"Residuos minerales (incluye residuos de construcción y demolición)",38826,5004844,0.78,19495
"Comunitat Valenciana",2014,"Residuos domésticos y similares (domésticos y vías públicas)",1843503,5004844,36.83,19495
"Comunitat Valenciana",2014,"Residuos de pilas y acumuladores",69,5004844,0,19495
"Comunitat Valenciana",2014,"Residuos de Madera",2837,5004844,0.06,19495
"Comunitat Valenciana",2014,"Lodos comunes (secos)",0,5004844,0,19495
"Comunitat Valenciana",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",4396,4980689,0.09,20316
"Comunitat Valenciana",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",44483,4980689,0.89,20316
"Comunitat Valenciana",2015,"Residuos animales y vegetales",39696,4980689,0.8,20316
"Comunitat Valenciana",2015,"TOTAL RESIDUOS MEZCLADOS",1910187,4980689,38.35,20316
"Comunitat Valenciana",2015,"Residuos metálicos",2119,4980689,0.04,20316
"Comunitat Valenciana",2015,"Residuos de plásticos",1889,4980689,0.04,20316
"Comunitat Valenciana",2015,"Residuos de papel y cartón",54032,4980689,1.08,20316
"Comunitat Valenciana",2015,"Envases mixtos y embalajes mezclados",42150,4980689,0.85,20316
"Comunitat Valenciana",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",277192,4980689,5.57,20316
"Comunitat Valenciana",2015,"Otros",6135,4980689,0.12,20316
"Comunitat Valenciana",2015,"Residuos minerales (incluye residuos de construcción y demolición)",38457,4980689,0.77,20316
"Comunitat Valenciana",2015,"Residuos domésticos y similares (domésticos y vías públicas)",1865704,4980689,37.46,20316
"Comunitat Valenciana",2015,"Residuos textiles",4556,4980689,0.09,20316
"Comunitat Valenciana",2015,"TOTAL RESIDUOS",2187379,4980689,43.92,20316
"Comunitat Valenciana",2015,"Lodos comunes (secos)",0,4980689,0,20316
"Comunitat Valenciana",2015,"Residuos de Madera",2810,4980689,0.06,20316
"Comunitat Valenciana",2015,"Residuos de pilas y acumuladores",83,4980689,0,20316
"Comunitat Valenciana",2015,"Residuos de vidrio",80869,4980689,1.62,20316
"Comunitat Valenciana",2016,"Residuos de plásticos",639,4959968,0.01,20946
"Comunitat Valenciana",2016,"TOTAL RESIDUOS",2209773,4959968,44.55,20946
"Comunitat Valenciana",2016,"Otros",14,4959968,0,20946
"Comunitat Valenciana",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1617,4959968,0.03,20946
"Comunitat Valenciana",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",82055,4959968,1.65,20946
"Comunitat Valenciana",2016,"Residuos de vidrio",82254,4959968,1.66,20946
"Comunitat Valenciana",2016,"Residuos animales y vegetales",35000,4959968,0.71,20946
"Comunitat Valenciana",2016,"TOTAL RESIDUOS MEZCLADOS",1937324,4959968,39.06,20946
"Comunitat Valenciana",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",272449,4959968,5.49,20946
"Comunitat Valenciana",2016,"Residuos minerales (incluye residuos de construcción y demolición)",36085,4959968,0.73,20946
"Comunitat Valenciana",2016,"Residuos de papel y cartón",62387,4959968,1.26,20946
"Comunitat Valenciana",2016,"Envases mixtos y embalajes mezclados",43424,4959968,0.88,20946
"Comunitat Valenciana",2016,"Residuos textiles",4988,4959968,0.1,20946
"Comunitat Valenciana",2016,"Lodos comunes (secos)",0,4959968,0,20946
"Comunitat Valenciana",2016,"Residuos de Madera",5201,4959968,0.1,20946
"Comunitat Valenciana",2016,"Residuos domésticos y similares (domésticos y vías públicas)",1855269,4959968,37.4,20946
"Comunitat Valenciana",2016,"Residuos metálicos",763,4959968,0.02,20946
"Comunitat Valenciana",2016,"Residuos de pilas y acumuladores",77,4959968,0,20946
"Comunitat Valenciana",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",2331,4941509,0.05,21866
"Comunitat Valenciana",2017,"Residuos de plásticos",481,4941509,0.01,21866
"Comunitat Valenciana",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",349918,4941509,7.08,21866
"Comunitat Valenciana",2017,"Otros",88,4941509,0,21866
"Comunitat Valenciana",2017,"Residuos textiles",4999,4941509,0.1,21866
"Comunitat Valenciana",2017,"TOTAL RESIDUOS",2434749,4941509,49.27,21866
"Comunitat Valenciana",2017,"Residuos animales y vegetales",64083,4941509,1.3,21866
"Comunitat Valenciana",2017,"TOTAL RESIDUOS MEZCLADOS",2084831,4941509,42.19,21866
"Comunitat Valenciana",2017,"Residuos de Madera",17071,4941509,0.35,21866
"Comunitat Valenciana",2017,"Residuos de vidrio",82770,4941509,1.67,21866
"Comunitat Valenciana",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",70823,4941509,1.43,21866
"Comunitat Valenciana",2017,"Envases mixtos y embalajes mezclados",44216,4941509,0.89,21866
"Comunitat Valenciana",2017,"Lodos comunes (secos)",0,4941509,0,21866
"Comunitat Valenciana",2017,"Residuos de pilas y acumuladores",98,4941509,0,21866
"Comunitat Valenciana",2017,"Residuos de papel y cartón",60081,4941509,1.22,21866
"Comunitat Valenciana",2017,"Residuos minerales (incluye residuos de construcción y demolición)",72359,4941509,1.46,21866
"Comunitat Valenciana",2017,"Residuos metálicos",1341,4941509,0.03,21866
"Comunitat Valenciana",2017,"Residuos domésticos y similares (domésticos y vías públicas)",2014008,4941509,40.76,21866
"Comunitat Valenciana",2018,"Residuos domésticos y similares (domésticos y vías públicas)",2050369,4963703,41.31,22581
"Comunitat Valenciana",2018,"Otros",327,4963703,0.01,22581
"Comunitat Valenciana",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",100906,4963703,2.03,22581
"Comunitat Valenciana",2018,"TOTAL RESIDUOS MEZCLADOS",2151275,4963703,43.34,22581
"Comunitat Valenciana",2018,"Residuos de plásticos",1761,4963703,0.04,22581
"Comunitat Valenciana",2018,"TOTAL RESIDUOS",2544874,4963703,51.27,22581
"Comunitat Valenciana",2018,"Residuos de papel y cartón",70106,4963703,1.41,22581
"Comunitat Valenciana",2018,"Residuos metálicos",2052,4963703,0.04,22581
"Comunitat Valenciana",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",3212,4963703,0.06,22581
"Comunitat Valenciana",2018,"Residuos de vidrio",85018,4963703,1.71,22581
"Comunitat Valenciana",2018,"Residuos animales y vegetales",74512,4963703,1.5,22581
"Comunitat Valenciana",2018,"Envases mixtos y embalajes mezclados",52925,4963703,1.07,22581
"Comunitat Valenciana",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",393599,4963703,7.93,22581
"Comunitat Valenciana",2018,"Residuos de pilas y acumuladores",123,4963703,0,22581
"Comunitat Valenciana",2018,"Residuos minerales (incluye residuos de construcción y demolición)",78893,4963703,1.59,22581
"Comunitat Valenciana",2018,"Residuos textiles",7237,4963703,0.15,22581
"Comunitat Valenciana",2018,"Lodos comunes (secos)",0,4963703,0,22581
"Comunitat Valenciana",2018,"Residuos de Madera",17433,4963703,0.35,22581
"Comunitat Valenciana",2019,"Residuos de vidrio",89291,5003769,1.78,23123
"Comunitat Valenciana",2019,"Residuos textiles",6154,5003769,0.12,23123
"Comunitat Valenciana",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",66030,5003769,1.32,23123
"Comunitat Valenciana",2019,"Residuos domésticos y similares (domésticos y vías públicas)",2040908,5003769,40.79,23123
"Comunitat Valenciana",2019,"Otros",210,5003769,0,23123
"Comunitat Valenciana",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",390339,5003769,7.8,23123
"Comunitat Valenciana",2019,"Residuos de papel y cartón",78781,5003769,1.57,23123
"Comunitat Valenciana",2019,"Residuos metálicos",1807,5003769,0.04,23123
"Comunitat Valenciana",2019,"TOTAL RESIDUOS MEZCLADOS",2106938,5003769,42.11,23123
"Comunitat Valenciana",2019,"Lodos comunes (secos)",0,5003769,0,23123
"Comunitat Valenciana",2019,"TOTAL RESIDUOS",2497277,5003769,49.91,23123
"Comunitat Valenciana",2019,"Residuos de pilas y acumuladores",719,5003769,0.01,23123
"Comunitat Valenciana",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1885,5003769,0.04,23123
"Comunitat Valenciana",2019,"Residuos minerales (incluye residuos de construcción y demolición)",53274,5003769,1.06,23123
"Comunitat Valenciana",2019,"Residuos animales y vegetales",85170,5003769,1.7,23123
"Comunitat Valenciana",2019,"Residuos de plásticos",735,5003769,0.01,23123
"Comunitat Valenciana",2019,"Envases mixtos y embalajes mezclados",61855,5003769,1.24,23123
"Comunitat Valenciana",2019,"Residuos de Madera",10458,5003769,0.21,23123
"Comunitat Valenciana",2020,"Residuos domésticos y similares (domésticos y vías públicas)",1949731,5057353,38.55,20720
"Comunitat Valenciana",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",2998,5057353,0.06,20720
"Comunitat Valenciana",2020,"Residuos de vidrio",83548,5057353,1.65,20720
"Comunitat Valenciana",2020,"Residuos animales y vegetales",129776,5057353,2.57,20720
"Comunitat Valenciana",2020,"Residuos de plásticos",463,5057353,0.01,20720
"Comunitat Valenciana",2020,"Residuos de Madera",16247,5057353,0.32,20720
"Comunitat Valenciana",2020,"Lodos comunes (secos)",0,5057353,0,20720
"Comunitat Valenciana",2020,"Residuos de papel y cartón",80324,5057353,1.59,20720
"Comunitat Valenciana",2020,"Residuos metálicos",3006,5057353,0.06,20720
"Comunitat Valenciana",2020,"Otros",48,5057353,0,20720
"Comunitat Valenciana",2020,"Envases mixtos y embalajes mezclados",70535,5057353,1.39,20720
"Comunitat Valenciana",2020,"TOTAL RESIDUOS",2392953,5057353,47.32,20720
"Comunitat Valenciana",2020,"Residuos de pilas y acumuladores",66,5057353,0,20720
"Comunitat Valenciana",2020,"Residuos textiles",5864,5057353,0.12,20720
"Comunitat Valenciana",2020,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",440224,5057353,8.7,20720
"Comunitat Valenciana",2020,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1709,5057353,0.03,20720
"Comunitat Valenciana",2020,"TOTAL RESIDUOS MEZCLADOS",1952729,5057353,38.61,20720
"Comunitat Valenciana",2020,"Residuos minerales (incluye residuos de construcción y demolición)",48638,5057353,0.96,20720
"Comunitat Valenciana",2021,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",1833,5058138,0.04,22619
"Comunitat Valenciana",2021,"Residuos de plásticos",882,5058138,0.02,22619
"Comunitat Valenciana",2021,"Residuos domésticos y similares (domésticos y vías públicas)",1967712,5058138,38.9,22619
"Comunitat Valenciana",2021,"Residuos de pilas y acumuladores",46,5058138,0,22619
"Comunitat Valenciana",2021,"Residuos minerales (incluye residuos de construcción y demolición)",55402,5058138,1.1,22619
"Comunitat Valenciana",2021,"Residuos de Madera",14190,5058138,0.28,22619
"Comunitat Valenciana",2021,"Residuos de vidrio",85701,5058138,1.69,22619
"Comunitat Valenciana",2021,"Residuos domésticos voluminosos mezclados (enseres domésticos)",12316,5058138,0.24,22619
"Comunitat Valenciana",2021,"Residuos metálicos",2480,5058138,0.05,22619
"Comunitat Valenciana",2021,"Lodos comunes (secos)",0,5058138,0,22619
"Comunitat Valenciana",2021,"Residuos animales y vegetales",152852,5058138,3.02,22619
"Comunitat Valenciana",2021,"Envases mixtos y embalajes mezclados",73692,5058138,1.46,22619
"Comunitat Valenciana",2021,"Residuos de papel y cartón",308292,5058138,6.09,22619
"Comunitat Valenciana",2021,"TOTAL RESIDUOS MEZCLADOS",1980028,5058138,39.15,22619
"Comunitat Valenciana",2021,"Otros",52,5058138,0,22619
"Comunitat Valenciana",2021,"Residuos textiles",5522,5058138,0.11,22619
"Comunitat Valenciana",2021,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",700944,5058138,13.86,22619
"Comunitat Valenciana",2021,"TOTAL RESIDUOS",2680972,5058138,53,22619
"Extremadura",2010,"Residuos domésticos voluminosos mezclados (enseres domésticos)",16706,1107220,1.51,16480
"Extremadura",2010,"Residuos de plásticos",4416,1107220,0.4,16480
"Extremadura",2010,"Residuos animales y vegetales",0,1107220,0,16480
"Extremadura",2010,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",271,1107220,0.02,16480
"Extremadura",2010,"Residuos textiles",3,1107220,0,16480
"Extremadura",2010,"Residuos domésticos y similares (domésticos y vías públicas)",491529,1107220,44.39,16480
"Extremadura",2010,"Residuos de vidrio",8570,1107220,0.77,16480
"Extremadura",2010,"Residuos de papel y cartón",32753,1107220,2.96,16480
"Extremadura",2010,"Residuos metálicos",1220,1107220,0.11,16480
"Extremadura",2010,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",57601,1107220,5.2,16480
"Extremadura",2010,"Residuos minerales (incluye residuos de construcción y demolición)",0,1107220,0,16480
"Extremadura",2010,"Envases mixtos y embalajes mezclados",10320,1107220,0.93,16480
"Extremadura",2010,"TOTAL RESIDUOS MEZCLADOS",508235,1107220,45.9,16480
"Extremadura",2010,"Residuos de pilas y acumuladores",42,1107220,0,16480
"Extremadura",2010,"Otros",6,1107220,0,16480
"Extremadura",2010,"Lodos comunes (secos)",0,1107220,0,16480
"Extremadura",2010,"Residuos de Madera",0,1107220,0,16480
"Extremadura",2010,"TOTAL RESIDUOS",565836,1107220,51.1,16480
"Extremadura",2011,"Residuos animales y vegetales",0,1109367,0,16074
"Extremadura",2011,"Residuos domésticos voluminosos mezclados (enseres domésticos)",6465,1109367,0.58,16074
"Extremadura",2011,"Residuos de vidrio",7501,1109367,0.68,16074
"Extremadura",2011,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",267,1109367,0.02,16074
"Extremadura",2011,"Residuos textiles",81,1109367,0.01,16074
"Extremadura",2011,"Residuos de plásticos",646,1109367,0.06,16074
"Extremadura",2011,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",40679,1109367,3.67,16074
"Extremadura",2011,"Residuos de papel y cartón",16286,1109367,1.47,16074
"Extremadura",2011,"Residuos metálicos",157,1109367,0.01,16074
"Extremadura",2011,"Residuos domésticos y similares (domésticos y vías públicas)",450878,1109367,40.64,16074
"Extremadura",2011,"Residuos de pilas y acumuladores",35,1109367,0,16074
"Extremadura",2011,"Residuos minerales (incluye residuos de construcción y demolición)",3527,1109367,0.32,16074
"Extremadura",2011,"Envases mixtos y embalajes mezclados",10129,1109367,0.91,16074
"Extremadura",2011,"TOTAL RESIDUOS MEZCLADOS",457343,1109367,41.23,16074
"Extremadura",2011,"TOTAL RESIDUOS",498022,1109367,44.89,16074
"Extremadura",2011,"Otros",17,1109367,0,16074
"Extremadura",2011,"Lodos comunes (secos)",0,1109367,0,16074
"Extremadura",2011,"Residuos de Madera",2033,1109367,0.18,16074
"Extremadura",2012,"Residuos domésticos voluminosos mezclados (enseres domésticos)",5628,1108130,0.51,15484
"Extremadura",2012,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",216,1108130,0.02,15484
"Extremadura",2012,"Residuos textiles",57,1108130,0.01,15484
"Extremadura",2012,"Residuos animales y vegetales",0,1108130,0,15484
"Extremadura",2012,"Residuos de papel y cartón",32580,1108130,2.94,15484
"Extremadura",2012,"Residuos metálicos",96,1108130,0.01,15484
"Extremadura",2012,"Residuos de plásticos",1074,1108130,0.1,15484
"Extremadura",2012,"Residuos de vidrio",7439,1108130,0.67,15484
"Extremadura",2012,"Residuos minerales (incluye residuos de construcción y demolición)",1444,1108130,0.13,15484
"Extremadura",2012,"Envases mixtos y embalajes mezclados",9985,1108130,0.9,15484
"Extremadura",2012,"Residuos domésticos y similares (domésticos y vías públicas)",428571,1108130,38.68,15484
"Extremadura",2012,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",53096,1108130,4.79,15484
"Extremadura",2012,"Otros",29,1108130,0,15484
"Extremadura",2012,"Lodos comunes (secos)",0,1108130,0,15484
"Extremadura",2012,"TOTAL RESIDUOS MEZCLADOS",434199,1108130,39.18,15484
"Extremadura",2012,"Residuos de pilas y acumuladores",32,1108130,0,15484
"Extremadura",2012,"Residuos de Madera",144,1108130,0.01,15484
"Extremadura",2012,"TOTAL RESIDUOS",487295,1108130,43.97,15484
"Extremadura",2013,"Residuos de plásticos",2,1104004,0,15548
"Extremadura",2013,"Residuos domésticos voluminosos mezclados (enseres domésticos)",3695,1104004,0.33,15548
"Extremadura",2013,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",182,1104004,0.02,15548
"Extremadura",2013,"Residuos domésticos y similares (domésticos y vías públicas)",391583,1104004,35.47,15548
"Extremadura",2013,"Residuos animales y vegetales",0,1104004,0,15548
"Extremadura",2013,"Residuos de papel y cartón",34437,1104004,3.12,15548
"Extremadura",2013,"Residuos textiles",155,1104004,0.01,15548
"Extremadura",2013,"TOTAL RESIDUOS MEZCLADOS",395278,1104004,35.8,15548
"Extremadura",2013,"Residuos de vidrio",8676,1104004,0.79,15548
"Extremadura",2013,"Residuos minerales (incluye residuos de construcción y demolición)",274,1104004,0.02,15548
"Extremadura",2013,"Residuos metálicos",39,1104004,0,15548
"Extremadura",2013,"Residuos de Madera",151,1104004,0.01,15548
"Extremadura",2013,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",54370,1104004,4.92,15548
"Extremadura",2013,"Lodos comunes (secos)",0,1104004,0,15548
"Extremadura",2013,"Envases mixtos y embalajes mezclados",10418,1104004,0.94,15548
"Extremadura",2013,"TOTAL RESIDUOS",449648,1104004,40.73,15548
"Extremadura",2013,"Residuos de pilas y acumuladores",13,1104004,0,15548
"Extremadura",2013,"Otros",23,1104004,0,15548
"Extremadura",2014,"Residuos textiles",124,1099632,0.01,15584
"Extremadura",2014,"Residuos domésticos voluminosos mezclados (enseres domésticos)",4236,1099632,0.39,15584
"Extremadura",2014,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",178,1099632,0.02,15584
"Extremadura",2014,"Residuos metálicos",2585,1099632,0.24,15584
"Extremadura",2014,"Residuos de plásticos",13,1099632,0,15584
"Extremadura",2014,"Residuos animales y vegetales",0,1099632,0,15584
"Extremadura",2014,"Residuos de papel y cartón",39097,1099632,3.56,15584
"Extremadura",2014,"TOTAL RESIDUOS MEZCLADOS",408654,1099632,37.16,15584
"Extremadura",2014,"Residuos domésticos y similares (domésticos y vías públicas)",404418,1099632,36.78,15584
"Extremadura",2014,"Residuos de vidrio",7156,1099632,0.65,15584
"Extremadura",2014,"Envases mixtos y embalajes mezclados",10604,1099632,0.96,15584
"Extremadura",2014,"Residuos de Madera",0,1099632,0,15584
"Extremadura",2014,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",86377,1099632,7.86,15584
"Extremadura",2014,"Residuos minerales (incluye residuos de construcción y demolición)",26178,1099632,2.38,15584
"Extremadura",2014,"TOTAL RESIDUOS",495031,1099632,45.02,15584
"Extremadura",2014,"Otros",425,1099632,0.04,15584
"Extremadura",2014,"Residuos de pilas y acumuladores",17,1099632,0,15584
"Extremadura",2014,"Lodos comunes (secos)",0,1099632,0,15584
"Extremadura",2015,"Residuos domésticos voluminosos mezclados (enseres domésticos)",4207,1092997,0.38,16472
"Extremadura",2015,"Residuos textiles",115,1092997,0.01,16472
"Extremadura",2015,"Residuos animales y vegetales",0,1092997,0,16472
"Extremadura",2015,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",214,1092997,0.02,16472
"Extremadura",2015,"Residuos metálicos",2561,1092997,0.23,16472
"Extremadura",2015,"Residuos de vidrio",8003,1092997,0.73,16472
"Extremadura",2015,"Residuos de papel y cartón",40151,1092997,3.67,16472
"Extremadura",2015,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",88226,1092997,8.07,16472
"Extremadura",2015,"Residuos de plásticos",13,1092997,0,16472
"Extremadura",2015,"Envases mixtos y embalajes mezclados",10798,1092997,0.99,16472
"Extremadura",2015,"TOTAL RESIDUOS MEZCLADOS",409772,1092997,37.49,16472
"Extremadura",2015,"Residuos de pilas y acumuladores",21,1092997,0,16472
"Extremadura",2015,"Residuos domésticos y similares (domésticos y vías públicas)",405565,1092997,37.11,16472
"Extremadura",2015,"TOTAL RESIDUOS",497998,1092997,45.56,16472
"Extremadura",2015,"Residuos de Madera",0,1092997,0,16472
"Extremadura",2015,"Lodos comunes (secos)",0,1092997,0,16472
"Extremadura",2015,"Residuos minerales (incluye residuos de construcción y demolición)",25929,1092997,2.37,16472
"Extremadura",2015,"Otros",421,1092997,0.04,16472
"Extremadura",2016,"Residuos textiles",93,1087778,0.01,17117
"Extremadura",2016,"Residuos de plásticos",4,1087778,0,17117
"Extremadura",2016,"Residuos domésticos voluminosos mezclados (enseres domésticos)",17444,1087778,1.6,17117
"Extremadura",2016,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",259,1087778,0.02,17117
"Extremadura",2016,"TOTAL RESIDUOS MEZCLADOS",416117,1087778,38.25,17117
"Extremadura",2016,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",69949,1087778,6.43,17117
"Extremadura",2016,"Residuos animales y vegetales",0,1087778,0,17117
"Extremadura",2016,"Residuos domésticos y similares (domésticos y vías públicas)",398673,1087778,36.65,17117
"Extremadura",2016,"Residuos de Madera",231,1087778,0.02,17117
"Extremadura",2016,"Residuos de pilas y acumuladores",12,1087778,0,17117
"Extremadura",2016,"Residuos de vidrio",9559,1087778,0.88,17117
"Extremadura",2016,"Residuos metálicos",3836,1087778,0.35,17117
"Extremadura",2016,"TOTAL RESIDUOS",486066,1087778,44.68,17117
"Extremadura",2016,"Otros",0,1087778,0,17117
"Extremadura",2016,"Residuos minerales (incluye residuos de construcción y demolición)",10006,1087778,0.92,17117
"Extremadura",2016,"Envases mixtos y embalajes mezclados",11320,1087778,1.04,17117
"Extremadura",2016,"Residuos de papel y cartón",34629,1087778,3.18,17117
"Extremadura",2016,"Lodos comunes (secos)",0,1087778,0,17117
"Extremadura",2017,"Residuos domésticos voluminosos mezclados (enseres domésticos)",13280,1079920,1.23,18207
"Extremadura",2017,"Residuos de plásticos",0,1079920,0,18207
"Extremadura",2017,"Residuos domésticos y similares (domésticos y vías públicas)",425308,1079920,39.38,18207
"Extremadura",2017,"Residuos metálicos",199,1079920,0.02,18207
"Extremadura",2017,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",116,1079920,0.01,18207
"Extremadura",2017,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",61882,1079920,5.73,18207
"Extremadura",2017,"Residuos de vidrio",7943,1079920,0.74,18207
"Extremadura",2017,"Residuos animales y vegetales",0,1079920,0,18207
"Extremadura",2017,"TOTAL RESIDUOS MEZCLADOS",438588,1079920,40.61,18207
"Extremadura",2017,"TOTAL RESIDUOS",500470,1079920,46.34,18207
"Extremadura",2017,"Residuos minerales (incluye residuos de construcción y demolición)",9972,1079920,0.92,18207
"Extremadura",2017,"Envases mixtos y embalajes mezclados",11776,1079920,1.09,18207
"Extremadura",2017,"Residuos de Madera",221,1079920,0.02,18207
"Extremadura",2017,"Residuos de papel y cartón",31576,1079920,2.92,18207
"Extremadura",2017,"Otros",4,1079920,0,18207
"Extremadura",2017,"Lodos comunes (secos)",0,1079920,0,18207
"Extremadura",2017,"Residuos de pilas y acumuladores",9,1079920,0,18207
"Extremadura",2017,"Residuos textiles",66,1079920,0.01,18207
"Extremadura",2018,"Residuos de Madera",304,1072863,0.03,18829
"Extremadura",2018,"Residuos de vidrio",8231,1072863,0.77,18829
"Extremadura",2018,"Residuos domésticos voluminosos mezclados (enseres domésticos)",23809,1072863,2.22,18829
"Extremadura",2018,"Residuos metálicos",123,1072863,0.01,18829
"Extremadura",2018,"Residuos animales y vegetales",0,1072863,0,18829
"Extremadura",2018,"Residuos de plásticos",0,1072863,0,18829
"Extremadura",2018,"Residuos de papel y cartón",36522,1072863,3.4,18829
"Extremadura",2018,"Residuos domésticos y similares (domésticos y vías públicas)",425445,1072863,39.66,18829
"Extremadura",2018,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",59562,1072863,5.55,18829
"Extremadura",2018,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",263,1072863,0.02,18829
"Extremadura",2018,"Envases mixtos y embalajes mezclados",13102,1072863,1.22,18829
"Extremadura",2018,"TOTAL RESIDUOS MEZCLADOS",449254,1072863,41.87,18829
"Extremadura",2018,"Lodos comunes (secos)",0,1072863,0,18829
"Extremadura",2018,"Residuos minerales (incluye residuos de construcción y demolición)",633,1072863,0.06,18829
"Extremadura",2018,"TOTAL RESIDUOS",508816,1072863,47.43,18829
"Extremadura",2018,"Otros",6,1072863,0,18829
"Extremadura",2018,"Residuos de pilas y acumuladores",10,1072863,0,18829
"Extremadura",2018,"Residuos textiles",368,1072863,0.03,18829
"Extremadura",2019,"Equipos eléctricos desechados y Componentes de equipos eléctrónicos desechados",352,1067710,0.03,19268
"Extremadura",2019,"Residuos de Madera",668,1067710,0.06,19268
"Extremadura",2019,"Residuos domésticos voluminosos mezclados (enseres domésticos)",26407,1067710,2.47,19268
"Extremadura",2019,"Residuos de pilas y acumuladores",12,1067710,0,19268
"Extremadura",2019,"Residuos domésticos y similares (domésticos y vías públicas)",405019,1067710,37.93,19268
"Extremadura",2019,"Residuos textiles",380,1067710,0.04,19268
"Extremadura",2019,"Residuos metálicos",180,1067710,0.02,19268
"Extremadura",2019,"Residuos de plásticos",66,1067710,0.01,19268
"Extremadura",2019,"TOTAL RESIDUOS MEZCLADOS",431426,1067710,40.41,19268
"Extremadura",2019,"TOTAL RESIDUOS DE RECOGIDA SEPARADA",57952,1067710,5.43,19268
"Extremadura",2019,"Residuos de vidrio",9487,1067710,0.89,19268
"Extremadura",2019,"Residuos de papel y cartón",31622,1067710,2.96,19268
"Extremadura",2019,"TOTAL RESIDUOS",489378,1067710,45.83,19268
"Extremadura",2019,"Residuos minerales (incluye residuos de construcción y demolición)",1056,1067710,0.1,19268
"Extremadura",2019,"Residuos animales y vegetales",248,1067710,0.02,19268
"Extremadura",2019,"Envases mixtos y embalajes mezclados",13876,1067710,1.3,19268
"Extremadura",2019,"Lodos comunes (secos)",0,1067710,0,19268
"Extremadura",2019,"Otros",5,1067710,0,19268
"Extremadura",2020,"Lodos comunes (secos)",0,1063987,0,17733
"Extremadura",2020,"Residuos domésticos voluminosos mezclados (enseres domésticos)",0,1063987,0,17733
"Extremadura",2020,"Residuos de plásticos",97,1063987,0.01,17733
