MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2011,2011,6409.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2011,2011,0.7192913302,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2011,2011,30966.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2011,2011,198465261.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2011,2011,1344.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2011,2011,-1.7554881545,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2011,2011,24819.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2011,2011,33368344.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2011,2011,321.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2011,2011,-1.4938325879,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2011,2011,24630.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2011,2011,7907440.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2011,2011,638.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2011,2011,0.0649105381,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2011,2011,28097.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2011,2011,17942160.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2011,2011,2184.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2011,2011,-0.8804186148,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2011,2011,29364.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2011,2011,64130843.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2011,2011,591.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2011,2011,-2.3297136293,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2011,2011,21338.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2011,2011,12622706.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2011,2011,1075.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2011,2011,-1.1261135837,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2011,2011,20812.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2011,2011,22375426.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2011,2011,2771.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2011,2011,-1.8095165166,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2011,2011,20121.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2011,2011,55767991.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2011,2011,46736.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2011,2011,-0.8143867535,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2011,2011,22761.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2011,2011,1063763000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2012,2012,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2012,2012,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2012,2012,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2012,2012,1082149.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2012,2012,2092.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2012,2012,-2.5756805032,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2012,2012,18732.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2012,2012,39202014.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2012,2012,82.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2012,2012,-1.7870267052,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2012,2012,16572.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2012,2012,1369756.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2012,2012,84.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2012,2012,-1.7698716191,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2012,2012,18115.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2012,2012,1525163.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2012,2012,1461.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2012,2012,-2.8244641325,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2012,2012,18140.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2012,2012,26507201.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2012,2012,8383.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2012,2012,-3.5494507581,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2012,2012,16461.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2012,2012,137997226.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2012,2012,1104.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2012,2012,-1.3936244912,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2012,2012,23523.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2012,2012,25977106.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2012,2012,4999.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2012,2012,-3.9899281051,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2012,2012,19037.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2012,2012,95170430.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2012,2012,7496.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2012,2012,-2.9531358133,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2012,2012,25804.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2012,2012,193435953.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2012,2012,1102.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2012,2012,-3.1826764801,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2012,2012,15484.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2012,2012,17064000.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2012,2012,2099.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2012,2012,-5.1221286003,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2012,2012,17571.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2012,2012,36888035.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2012,2012,2527.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2012,2012,-3.675541376,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2012,2012,20920.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2012,2012,52865370.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2012,2012,6426.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2012,2012,-1.6728383513,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2012,2012,30358.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2012,2012,195087646.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2012,2012,1340.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2012,2012,-4.3695365883,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2012,2012,23839.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2012,2012,31961110.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2012,2012,320.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2012,2012,-3.5903781755,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2012,2012,23856.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2012,2012,7635778.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2012,2012,639.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2012,2012,-3.2420734181,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2012,2012,27029.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2012,2012,17281353.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2012,2012,2180.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2012,2012,-1.877455439,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2012,2012,28695.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2012,2012,62555081.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2012,2012,591.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2012,2012,-2.5232466002,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2012,2012,20583.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2012,2012,12166392.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2012,2012,1070.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2012,2012,-4.0222787267,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2012,2012,19953.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2012,2012,21363404.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2012,2012,2765.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2012,2012,-2.6070707837,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2012,2012,19513.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2012,2012,53968833.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2012,2012,46766.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2012,2012,-2.9589297616,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2012,2012,22048.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2012,2012,1031104000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2013,2013,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2013,2013,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2013,2013,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2013,2013,1155883.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2013,2013,2108.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2013,2013,-1.0037392467,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2013,2013,18532.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2013,2013,39073985.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2013,2013,83.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2013,2013,0.4778223275,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2013,2013,16629.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2013,2013,1390904.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2013,2013,84.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2013,2013,0.8791847166,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2013,2013,18381.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2013,2013,1553201.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2013,2013,1461.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2013,2013,-1.030218166,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2013,2013,18198.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2013,2013,26590483.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2013,2013,8387.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2013,2013,-1.8953707084,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2013,2013,16240.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2013,2013,136208211.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2013,2013,1112.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2013,2013,-1.265329556,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2013,2013,23337.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2013,2013,25967649.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2013,2013,4967.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2013,2013,-1.1937174183,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2013,2013,19009.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2013,2013,94418327.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2013,2013,7443.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2013,2013,-1.1444506389,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2013,2013,25819.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2013,2013,192183225.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2013,2013,1098.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2013,2013,-0.3359294421,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2013,2013,15548.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2013,2013,17075331.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2013,2013,2083.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2013,2013,0.2649992064,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2013,2013,17368.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2013,2013,36187562.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2013,2013,2506.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2013,2013,-1.9730477626,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2013,2013,20569.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2013,2013,51551365.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2013,2013,6392.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2013,2013,-1.809332919,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2013,2013,30054.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2013,2013,192126161.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2013,2013,1334.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2013,2013,0.6373089045,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2013,2013,24062.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2013,2013,32111169.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2013,2013,316.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2013,2013,-2.5198218178,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2013,2013,23816.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2013,2013,7545582.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2013,2013,637.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2013,2013,-0.9789916334,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2013,2013,27077.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2013,2013,17248361.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2013,2013,2170.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2013,2013,-2.0667753591,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2013,2013,28410.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2013,2013,61675327.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2013,2013,588.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2013,2013,-3.0561813231,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2013,2013,20183.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2013,2013,11878603.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2013,2013,1062.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2013,2013,-3.0131059638,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2013,2013,19539.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2013,2013,20768558.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2013,2013,2753.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2013,2013,-1.0870755719,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2013,2013,19601.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2013,2013,53967113.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2013,2013,46593.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2013,2013,-1.4033501955,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2013,2013,21906.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2013,2013,1020677000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2014,2014,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2014,2014,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2014,2014,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2014,2014,1115325.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2014,2014,2118.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2014,2014,0.7429674757,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2014,2014,18559.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2014,2014,39315077.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2014,2014,84.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2014,2014,1.7928627713,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2014,2014,16702.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2014,2014,1404314.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2014,2014,84.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2014,2014,-0.0800282771,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2014,2014,18255.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2014,2014,1544694.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2014,2014,1462.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2014,2014,2.2847911413,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2014,2014,18279.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2014,2014,26740315.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2014,2014,8390.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2014,2014,1.612488692,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2014,2014,16436.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2014,2014,137908774.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2014,2014,1120.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2014,2014,3.1045321045,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2014,2014,23929.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2014,2014,26811771.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2014,2014,4947.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2014,2014,2.1680727302,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2014,2014,19495.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2014,2014,96446545.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2014,2014,7399.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2014,2014,1.8004089587,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2014,2014,26430.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2014,2014,195575054.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2014,2014,1093.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2014,2014,0.2268242999,,,
