MEDIDAS#es,MEDIDAS_CODE,TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,OBS_VALUE,CONFIDENCIALIDAD_OBSERVACION#es,ESTADO_OBSERVACION#es,ESTADO_OBSERVACION_CODE
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2002,2002,281.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2002,2002,2.3556022299,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2002,2002,19705.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2002,2002,5542919.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2002,2002,562.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2002,2002,2.9333955772,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2002,2002,22611.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2002,2002,12718187.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2002,2002,2087.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2002,2002,1.6562772341,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2002,2002,22051.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2002,2002,46029847.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2002,2002,538.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2002,2002,2.8195556331,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2002,2002,17076.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2002,2002,9196317.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2002,2002,1062.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2002,2002,2.1987067973,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2002,2002,15346.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2002,2002,16299205.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2002,2002,2699.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2002,2002,2.5895722663,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2002,2002,14256.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2002,2002,38484522.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2002,2002,41423.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2002,2002,2.7309830483,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2002,2002,18095.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2002,2002,749552000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2003,2003,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2003,2003,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2003,2003,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2003,2003,543419.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2003,2003,1779.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2003,2003,3.1280155036,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2003,2003,18206.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2003,2003,32396850.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2003,2003,65.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2003,2003,-1.1076968926,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2003,2003,16310.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2003,2003,1059665.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2003,2003,71.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2003,2003,-0.4756256522,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2003,2003,16629.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2003,2003,1183283.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2003,2003,1260.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2003,2003,3.6917546051,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2003,2003,16071.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2003,2003,20261446.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2003,2003,7544.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2003,2003,3.9291116237,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2003,2003,14537.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2003,2003,109668109.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2003,2003,898.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2003,2003,1.1585434793,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2003,2003,22029.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2003,2003,19795906.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2003,2003,4381.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2003,2003,2.5437582738,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2003,2003,17832.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2003,2003,78134696.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2003,2003,6639.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2003,2003,3.0698468043,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2003,2003,22818.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2003,2003,151491725.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2003,2003,1062.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2003,2003,3.1360121662,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2003,2003,12351.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2003,2003,13121521.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2003,2003,1815.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2003,2003,4.1195158346,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2003,2003,15195.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2003,2003,27577840.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2003,2003,2467.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2003,2003,2.4635925848,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2003,2003,17363.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2003,2003,42842365.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2003,2003,5708.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2003,2003,3.0836753063,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2003,2003,25053.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2003,2003,143012097.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2003,2003,1231.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2003,2003,2.8372741309,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2003,2003,20282.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2003,2003,24975186.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2003,2003,287.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2003,2003,3.97788602,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2003,2003,20851.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2003,2003,5998007.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2003,2003,572.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2003,2003,2.9483840739,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2003,2003,23633.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2003,2003,13529155.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2003,2003,2097.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2003,2003,2.1000134978,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2003,2003,23165.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2003,2003,48585365.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2003,2003,544.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2003,2003,1.3899151149,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2003,2003,17780.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2003,2003,9688157.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2003,2003,1062.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2003,2003,2.4317689114,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2003,2003,16201.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2003,2003,17208849.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2003,2003,2707.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2003,2003,2.8405705546,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2003,2003,15215.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2003,2003,41192359.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2003,2003,42196.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2003,2003,2.9819145303,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2003,2003,19013.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2003,2003,802266000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2004,2004,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2004,2004,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2004,2004,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2004,2004,653764.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2004,2004,1826.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2004,2004,1.7066782727,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2004,2004,18737.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2004,2004,34229642.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2004,2004,64.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2004,2004,-1.8838029,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2004,2004,17479.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2004,2004,1130075.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2004,2004,71.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2004,2004,-1.746919376,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2004,2004,17478.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2004,2004,1250959.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2004,2004,1291.9,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2004,2004,2.8996499065,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2004,2004,16853.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2004,2004,21773122.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2004,2004,7649.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2004,2004,3.3481711625,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2004,2004,15491.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2004,2004,118493081.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2004,2004,924.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2004,2004,2.0377950875,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2004,2004,22858.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Illes Balears / Islas Baleares,ES53,2004,2004,21120475.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Valenciana,ES52,2004,2004,4496.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Valenciana,ES52,2004,2004,3.0360571186,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Valenciana,ES52,2004,2004,18607.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Valenciana,ES52,2004,2004,83659062.0,,,
Población a 1 de julio,POB_1_JULIO,Cataluña,ES51,2004,2004,6782.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cataluña,ES51,2004,2004,3.3257288476,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cataluña,ES51,2004,2004,23938.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cataluña,ES51,2004,2004,162355073.0,,,
Población a 1 de julio,POB_1_JULIO,Extremadura,ES43,2004,2004,1066.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Extremadura,ES43,2004,2004,2.9791134732,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Extremadura,ES43,2004,2004,13159.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Extremadura,ES43,2004,2004,14030704.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla - La Mancha,ES42,2004,2004,1849.7,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla - La Mancha,ES42,2004,2004,4.0174901298,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla - La Mancha,ES42,2004,2004,15979.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla - La Mancha,ES42,2004,2004,29556643.0,,,
Población a 1 de julio,POB_1_JULIO,Castilla y León,ES41,2004,2004,2475.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Castilla y León,ES41,2004,2004,2.3305622834,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Castilla y León,ES41,2004,2004,18400.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Castilla y León,ES41,2004,2004,45544681.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad de Madrid,ES30,2004,2004,5808.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad de Madrid,ES30,2004,2004,3.6136187836,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad de Madrid,ES30,2004,2004,26439.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad de Madrid,ES30,2004,2004,153557325.0,,,
Población a 1 de julio,POB_1_JULIO,Aragón,ES24,2004,2004,1244.5,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Aragón,ES24,2004,2004,2.5968094892,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Aragón,ES24,2004,2004,21405.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Aragón,ES24,2004,2004,26638692.0,,,
Población a 1 de julio,POB_1_JULIO,La Rioja,ES23,2004,2004,294.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,La Rioja,ES23,2004,2004,3.5991455162,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,La Rioja,ES23,2004,2004,21615.0,,,
Importe a precios de mercado,GDP_PRODUCTION,La Rioja,ES23,2004,2004,6362196.0,,,
Población a 1 de julio,POB_1_JULIO,Comunidad Foral de Navarra,ES22,2004,2004,579.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Comunidad Foral de Navarra,ES22,2004,2004,3.3532101598,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Comunidad Foral de Navarra,ES22,2004,2004,24891.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Comunidad Foral de Navarra,ES22,2004,2004,14431131.0,,,
Población a 1 de julio,POB_1_JULIO,País Vasco,ES21,2004,2004,2107.8,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,País Vasco,ES21,2004,2004,2.6699253983,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,País Vasco,ES21,2004,2004,24540.0,,,
Importe a precios de mercado,GDP_PRODUCTION,País Vasco,ES21,2004,2004,51724767.0,,,
Población a 1 de julio,POB_1_JULIO,Cantabria,ES13,2004,2004,551.0,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Cantabria,ES13,2004,2004,2.1441849053,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Cantabria,ES13,2004,2004,18720.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Cantabria,ES13,2004,2004,10314344.0,,,
Población a 1 de julio,POB_1_JULIO,Principado de Asturias,ES12,2004,2004,1062.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Principado de Asturias,ES12,2004,2004,2.1020871297,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Principado de Asturias,ES12,2004,2004,17229.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Principado de Asturias,ES12,2004,2004,18299196.0,,,
Población a 1 de julio,POB_1_JULIO,Galicia,ES11,2004,2004,2714.1,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Galicia,ES11,2004,2004,3.7497779625,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Galicia,ES11,2004,2004,16327.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Galicia,ES11,2004,2004,44312068.0,,,
Población a 1 de julio,POB_1_JULIO,España,ES,2004,2004,42859.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,España,ES,2004,2004,3.1227797264,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,España,ES,2004,2004,20053.0,,,
Importe a precios de mercado,GDP_PRODUCTION,España,ES,2004,2004,859437000.0,,,
Población a 1 de julio,POB_1_JULIO,Resto de España,ES_O,2005,2005,,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Resto de España,ES_O,2005,2005,,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Resto de España,ES_O,2005,2005,,,,
Importe a precios de mercado,GDP_PRODUCTION,Resto de España,ES_O,2005,2005,735815.0,,,
Población a 1 de julio,POB_1_JULIO,Canarias,ES70,2005,2005,1876.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Canarias,ES70,2005,2005,2.8720633421,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Canarias,ES70,2005,2005,19523.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Canarias,ES70,2005,2005,36631532.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Melilla,ES64,2005,2005,66.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Melilla,ES64,2005,2005,-1.3033648209,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Melilla,ES64,2005,2005,18141.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Melilla,ES64,2005,2005,1203682.0,,,
Población a 1 de julio,POB_1_JULIO,Ciudad Autónoma de Ceuta,ES63,2005,2005,72.2,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Ciudad Autónoma de Ceuta,ES63,2005,2005,-1.5589639628,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Ciudad Autónoma de Ceuta,ES63,2005,2005,18330.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Ciudad Autónoma de Ceuta,ES63,2005,2005,1323250.0,,,
Población a 1 de julio,POB_1_JULIO,Región de Murcia,ES62,2005,2005,1335.3,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Región de Murcia,ES62,2005,2005,4.2620162602,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Región de Murcia,ES62,2005,2005,17871.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Región de Murcia,ES62,2005,2005,23863104.0,,,
Población a 1 de julio,POB_1_JULIO,Andalucía,ES61,2005,2005,7803.4,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Andalucía,ES61,2005,2005,3.4383644729,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Andalucía,ES61,2005,2005,16477.0,,,
Importe a precios de mercado,GDP_PRODUCTION,Andalucía,ES61,2005,2005,128578073.0,,,
Población a 1 de julio,POB_1_JULIO,Illes Balears / Islas Baleares,ES53,2005,2005,954.6,,,
Índices de volumen encadenados. Tasa de variación anual,INDICES_VOLUMEN_ENCADENADO_TVA,Illes Balears / Islas Baleares,ES53,2005,2005,3.7111475949,,,
Importe a precios de mercado per cápita,GDP_PRODUCTION_PC,Illes Balears / Islas Baleares,ES53,2005,2005,23874.0,,,
